,ad_creative_body,count
362,"RESPOND NOW!

Last week, hardworking people started losing their jobs because Crazy Nancy Pelosi, Cryin’ Chuck Schumer, and the Radical Left allowed our popular and very necessary Paycheck Protection Program to run out of funding.

The so-called Democrat ‘leaders’ should immediately come back to Washington and approve legislation to help American families. But instead, they are on an ENDLESS VACATION at YOUR EXPENSE.

Nancy and Chuck are KILLING American jobs. It’s obvious they won’t listen to their President, but maybe they will listen to YOU, the American People.

Please take our Official Survey TODAY to tell the Do Nothing Democrats that they need to fund the Payment Protection Program IMMEDIATELY.",1192
363,"WE ARE STARTING TO GET THE IMPRESSION THE SUPREME COURT DOESN'T LIKE TRUMP.

The politically charged decisions coming out of the Supreme Court lately are shotgun blasts to the face of people who are proud to call themselves Republicans or Conservatives. 

This isn't the first time that the Supreme Court has cowered down to the Radical Left. As long as the bench is stacked with RADICAL LIBERALS, it won't last. 

Please take our Official Supreme Court Approval Poll in the NEXT HOUR to make sure your voice is heard.",1190
364,"Twitter doesn’t get to dictate what you say.

With only 5 months to go until the Election, we need you to remind the radical media platforms, like TWITTER, that they cannot regulate free speech or decide the FACTS.

Please take the Official Twitter Accountability Survey before 11:59 PM TONIGHT to show that the American People are fed up with them silencing conservative voices.",1185
365,"The support the past few days for OUR President has been UNMATCHED. It’s obvious that Patriots, like YOU, really love our Country. 

We are MAKING AMERICA GREATER THAN EVER BEFORE under President Trump’s leadership.

Please contribute ANY AMOUNT in the NEXT 30 MINUTES and have your gift 800%-MATCHED. >>",1176
366,"DEMOCRATS HAVE CHOSEN ILLEGAL IMMIGRANTS OVER THE AMERICAN PEOPLE FOR TOO LONG!

Joe Biden supports giving taxpayer-funded health care to illegal immigrants for FREE. He voted for and supported efforts to GRANT AMNESTY to MILLIONS of illegal immigrants. 

President Trump wants to protect America's borders and END illegal immigration. Stand with President Trump TODAY!",1172
367,"The FAKE NEWS media are so blinded by their anti-Trump agenda that they have decided to completely disregard FACTS and instead choose to continue peddling their lies and conspiracy theories.

It’s up to Patriotic Americans like YOU to hold them accountable.

Please take the Official Mainstream Media Accountability Survey TODAY to let the FAKE NEWS know that we won't stand for their blatant lies.",1159
368,"Big Tech is trying to deceive the American People. 

President Trump needs you to step up.",1158
369,I plan to review the answers of every Mainstream Media Accountability Survey that is submitted by 9 PM TONIGHT. Make sure I can review your thoughts on the mainstream media. Take the Survey NOW!,1158
370,"The mainstream media have never been more dishonest than they are today. Stories have been reported that have absolutely no basis in fact. 

They have no boundaries or principles. They only seek to undermine and insult anyone associated with my administration and our great movement.

The mainstream media can make up fake stories and lie about my administration all they want, but at the end of the day, I only really care what YOU think.

That’s why I need you to FIGHT BACK and hold the mainstream media accountable.

Please take our Official Mainstream Media Accountability Survey by 9 PM TONIGHT to do your part to fight back against their nasty attacks and deceptions.",1153
371,"La izquierda se involucra en actos de repudio. 

Las Democratas y Joe Biden son EXTREMISTAS 

Sacrificamos mucho para ser libres y respetados. La izqueirda ataca nuestros negocios , iglesias, y cultura. Hasta quieren controlar como pensamos. 

Joe Biden es demasiado debil para defendernos",1148
372,"Joe Biden has been hiding in his basement for MONTHS.

It’s clear Joe Biden doesn't have the fortitude to be President. 

President Trump asked us to reach out to his most LOYAL supporters, like YOU, to take our Official Survey to get reliable input and to hold Joe Biden accountable.",1144
373,"Do you want to know the truth? 

JOE BIDEN HAS NO AUTHENTICITY OR INTEGRITY.

The Silent Majority is stronger than EVER BEFORE! As long as we have your support, Biden will LOSE to President Trump in November.

Sign your name today to proudly stand with your President.",1144
374,USA STRONG! We want YOU to join Black Voices For Trump today!,1136
375,"You can now VOTE EARLY in Georgia.

WE CANNOT LET JOE BIDEN WIN!

This is the election of our lifetime. It's going to take hard-working Americans, like YOU, turning out to vote against the EXTREME RADICAL LEFT agenda.

Your country is counting on you. Do your civic duty, and vote Republican.",1129
376,"President Trump’s plan: 
REDUCES Medicare and prescription drug prices
REDUCES the cost of insulin
CUTS the cost of life-saving medicine

That’s why Big Pharma is attacking President Trump. They liked it better with Joe Biden when healthcare costs SKYROCKETED.",1128
377,"💰Your $25 contribution will quadruple to $125 💰

For a limited time ONLY: ALL CONTRIBUTIONS WILL BE QUADRUPLE MATCHED. That means a $25 contribution will actually equal $125! 
That’s because it’s more important NOW than ever we keep America safe and BUILD THE WALL.

If you agree, I need your help. Join me in standing up to extreme obstructionism. 

Thank you for your support. QUADRUPLE MATCH expires soon.",1119
378,I'm pleased to invite you to become an Official 2020 Trump Life Member. This brand new membership program is for our TOP supporters like YOU. I need you to be our front line of defense against the constant lies and attacks from Democrats and the FAKE NEWS. We have a limited number of spots for membership. Please contribute TONIGHT by 11:59 PM to ensure your spot is reserved.,1111
379,"In August, it was reported that Barack Obama told Sleepy Joe, “You don't have to do this Joe, you really don't.” And now, Obama has publicly endorsed him for President of the United States.

It took 355 days for Cheatin’ Obama to endorse Joe - it’s obvious that even he didn't want his former VP to become the next President, or else he wouldn't have waited until Joe was the last man standing - how pathetic.

I can’t ignore the fact that Sleepy Joe just got back-to-back endorsements from Crazy Bernie and Obama to ignite the Liberal Mob, which I've activated a 24 HOUR CASH SURGE. 

Please contribute ANY AMOUNT immediately to help us CRUSH Sleepy Joe and your gift will be DOUBLED.",1111
380,"Here's the truth: JOE BIDEN HAS NO AUTHENTICITY OR INTEGRITY.

The Silent Majority is stronger than EVER BEFORE! As long as we have your support, Biden will LOSE to President Trump in November.

Sign your name today to proudly stand with your President.",1111
381,"While President Trump distrusts Washington, Joe Biden represents the old, tired ways of doodling the communist regime in China. 

Joe Biden will always stand with the ELITES. President Trump stands with American Patriots like you.",1109
382,Join President Trump this WEDNESDAY at 7:00PM! Get your free tickets now >>>,1108
383,"The FAKE NEWS media has spent the last two years LYING to the American people and trying to take me down.

They are so blinded by their anti-Trump agenda that they have decided to completely disregard FACTS and instead choose to continue peddling their lies and conspiracy theories. They are truly a threat to our Democracy. 

Outlets like CNN can’t accept the fact that the WITCH HUNT they pushed for two years turned out to be a total farce. No wonder their ratings are so terrible!

Since the media won't tell the truth about all of our accomplishments, it’s up to Patriotic Americans like YOU to hold them accountable.

Please take the Official Mainstream Media Accountability Survey TODAY to let the FAKE NEWS know that we won't stand for their blatant lies.",1107
384,"DEMOCRATS HAVE LOST THEIR MINDS. 

The radical left is shouting ""DEFUND THE POLICE!""

We can’t stand by while the Left tries to DEFUND THE POLICE, which is why It’s important that EVERY Patriot comes together at a time like this to send a united message that we demand LAW and ORDER.

Please donate IMMEDIATELY to stand with your President against the Democrats’ radical demands to defund the police.",1104
385,"Indian Americans are titans of business, masters of the arts, and innovate technology like few others. Your contributions have strengthened our culture and economy. I will always fight for YOU!",1102
386,"Barack Obama and Joe Biden have been coming after President Trump since day one and it's time we expose them for their lies. 

President Trump is FIGHTING BACK every single day, but he can't do it without you. He needs your support now more than ever. 

Please contribute ANY AMOUNT in the NEXT 30 MINUTES to support your President.",1098
